bvid,comment_id,comment_time,comment_user_id,comment_user_name,comment_content,comment_likes,comment_crawler_time
BV1E14y1v724,130221066960,2022-09-16 02:17:53,31874077,绘桐,emm去了几次都没注意到，，，我好笨,0,2022-09-16 20:40:52
BV1E14y1v724,130222538496,2022-09-16 03:05:25,397179410,我可是咸鱼一,关键时候会省钱[doge]。,0,2022-09-16 20:40:52
BV1E14y1v724,130219583600,2022-09-16 01:44:03,28457744,chenfei19I9,至于吗,1,2022-09-16 20:40:52
BV1E14y1v724,130080385408,2022-09-14 21:49:40,24618396,116129034,省流:为了个升旗台下的系统冷却,6702,2022-09-16 20:40:53
BV1E14y1v724,130225987296,2022-09-16 06:36:54,1068064168,约拿在大海,"有人说没灵魂，得用手拉
你想没想过1949开国大典升旗就是电动升旗",2068,2022-09-16 20:40:53
BV1E14y1v724,130113829264,2022-09-15 07:34:14,420712023,野生大黑,空调发明出来就是给设备降温的[doge]人是沾了设备的光,2926,2022-09-16 20:40:53
BV1E14y1v724,130104587440,2022-09-15 01:27:51,49695952,爱蜜莉娅世界第一可爱,"没想到吧，空调还有这样的用途
师傅，你是干什么工作的？
空调：？",840,2022-09-16 20:40:53
BV1E14y1v724,130086579456,2022-09-14 22:35:56,32519866,万能碱水面,那，为啥不整两个预防空调坏了，还对称[妙啊],700,2022-09-16 20:40:53
BV1E14y1v724,130135348032,2022-09-15 12:04:02,1284938,所谓双鱼,电梯楼顶顶部也装有空调，所以进入会有点凉，其实是给控制系统降温的[嗑瓜子][嗑瓜子],199,2022-09-16 20:40:53
BV1E14y1v724,130157539376,2022-09-15 15:59:43,7293972,雨不不停,强迫症的我，好奇的问为什么不做成隐藏式,44,2022-09-16 20:40:53
BV1E14y1v724,130121446608,2022-09-15 09:30:28,603814,radianter,我想知道每天都升旗，那前一天的旗什么时候取下来？旗是有多个循环用，还是像有些人说的一面旗只用一次？,168,2022-09-16 20:40:53
BV1E14y1v724,130159177328,2022-09-15 16:21:24,43973852,E_Liebknecht,其实旗台下面有房间的，你们去tam可以看看，有时候能看到换岗从下面出来,34,2022-09-16 20:40:53
BV1E14y1v724,130124935808,2022-09-15 10:13:46,21143049,醉看红尘冷红颜,因为使用场景十分重要，为了保证空调的运行正常，那么需要另外一台空调，为其恒温。为了保证这台空调运行正常，那么还需要另外一台空调……[doge],14,2022-09-16 20:40:53
BV1E14y1v724,130206505840,2022-09-15 23:18:25,3015224,雅俗共赏shin,咋不整个装饰，这样好突兀[笑哭],6,2022-09-16 20:40:53
BV1E14y1v724,130123074480,2022-09-15 09:50:59,203607687,一个爱看动画片小男孩,懂不懂这空调吃国家饭[害羞],11,2022-09-16 20:40:53
BV1E14y1v724,130120058544,2022-09-15 09:13:18,332997838,随墨游心,18年时用的三菱空调，现在什么牌子的不知道,11,2022-09-16 20:40:53
BV1E14y1v724,130110510800,2022-09-15 05:10:49,285828761,懵然无知,什么牌子的，这么有排面。,17,2022-09-16 20:40:53
BV1E14y1v724,130230640032,2022-09-16 08:19:47,246598646,年薪50万之前不换昵称,你猜 空调他么干啥用的？,1,2022-09-16 20:40:53
BV1E14y1v724,130219589712,2022-09-16 01:44:26,498992923,fry先森,一级负荷中特别重要的负荷…,1,2022-09-16 20:40:53
BV1E14y1v724,130209717280,2022-09-15 23:43:54,173469144,林宏靖,？整个水冷会不会好点[思考],1,2022-09-16 20:40:53
BV1E14y1v724,130221066960,2022-09-16 02:17:53,31874077,绘桐,emm去了几次都没注意到，，，我好笨,0,2022-09-16 20:40:53
BV1E14y1v724,130222538496,2022-09-16 03:05:25,397179410,我可是咸鱼一,关键时候会省钱[doge]。,0,2022-09-16 20:40:53
BV1E14y1v724,130219583600,2022-09-16 01:44:03,28457744,chenfei19I9,至于吗,1,2022-09-16 20:40:53
BV1E14y1v724,130200621840,2022-09-15 22:32:39,429905118,宅在家里的猫酱,问题来了，这个电费是谁交？,4,2022-09-16 20:40:54
BV1E14y1v724,130236555952,2022-09-16 09:46:02,15299133,溸沁,所以说。。能不能提个建议让那些“砖家”们弄个新方法，国家的门面呀，这个空调是不是有点突兀了[思考],4,2022-09-16 20:40:54
BV1E14y1v724,130281208112,2022-09-16 17:40:55,700657056,bili_85230139327,如果像这样没有必要的电器少一些，那么可以省多少电，就算不升旗也可以[调皮][调皮][调皮][调皮],2,2022-09-16 20:40:54
BV1E14y1v724,130216269136,2022-09-16 00:50:19,351471273,不会玩的小飞QAQ,但是这种地方不应该设计成隐藏式的吗？这么庄重的场合，确实有点突兀，感觉其他国家项目就比较注意这些东西。,3,2022-09-16 20:40:54
BV1E14y1v724,130232261584,2022-09-16 08:45:43,384062457,ZWSKGBCIA,道理我都懂，但是能不能做个隐藏式的，这个总感觉土，虽说我们的一贯风格土就是战斗力，但这不都2022年了嘛,2,2022-09-16 20:40:54
BV1E14y1v724,130204895216,2022-09-15 23:05:39,39073259,全世界都欠绘梨衣一场婚礼,我觉得可以把空调放在地下，然后再开一个出风口。直接放那太不美观了[笑哭],2,2022-09-16 20:40:54
BV1E14y1v724,130214261744,2022-09-16 00:27:29,52076590,随风一般的人,我有个问题，地下挖空，放空调，这样不是更完美吗？,2,2022-09-16 20:40:54
BV1E14y1v724,130253178192,2022-09-16 12:39:21,273201289,百得无忧,我只是想知道空调的品牌[doge],1,2022-09-16 20:40:54
BV1E14y1v724,130247395936,2022-09-16 11:49:51,124134263,水篠-飒太,但是感觉可以重新设计一下位置。太突兀了。,1,2022-09-16 20:40:54
BV1E14y1v724,130301818176,2022-09-16 20:30:31,379499952,典中典官方账号,美化一下空调外机很难吗？,2,2022-09-16 20:40:54
BV1E14y1v724,130172545808,2022-09-15 18:34:10,539658829,花椒吃了喵酱,有没有可能下面有个人操作，并不是电动的，空调是给人吹的[doge],4,2022-09-16 20:40:54
BV1E14y1v724,130272863648,2022-09-16 16:16:40,365934223,瓦雷希利亚,"觉得太污染,人力无论什么时候都是最环保的。",2,2022-09-16 20:40:54
BV1E14y1v724,130226736224,2022-09-16 07:00:11,286690680,喝酸奶必须舔盖,我觉得可以做个不突兀的设计挡一下,1,2022-09-16 20:40:54
BV1E14y1v724,130160973888,2022-09-15 16:41:22,249612288,稀有的傲娇,不能接到看不见的地方吗,4,2022-09-16 20:40:54
BV1E14y1v724,130204410560,2022-09-15 23:01:34,15188972,麦克居居,好多人问空调牌子，其实那个图片是12年的，科龙空调,3,2022-09-16 20:40:54
BV1E14y1v724,130228461872,2022-09-16 07:42:11,431170058,我信邪神的,嗯，我没去过，我现在也知道了[doge],1,2022-09-16 20:40:54
BV1E14y1v724,130140132016,2022-09-15 12:43:48,67955680,铁锤12138,什么牌子的空调,5,2022-09-16 20:40:54
BV1E14y1v724,130133020048,2022-09-15 11:42:13,1587551180,辣条小新zzz,空调外机不美观，最好还是融合进基座里,4,2022-09-16 20:40:54
BV1E14y1v724,130205552512,2022-09-15 23:11:08,15676584,蜡烛仙人捞偏门,为什么就不能给它装饰一下,2,2022-09-16 20:40:54
BV1E14y1v724,130218785776,2022-09-16 01:28:42,472480689,30岁就结婚,五星红旗迎风飘扬～胜利的歌声多么嘹亮[嘟嘟],1,2022-09-16 20:40:54
BV1E14y1v724,130221929136,2022-09-16 02:41:08,111057484,o夹心酱o,之前的升旗手呢？,1,2022-09-16 20:40:55
BV1E14y1v724,130219356528,2022-09-16 01:40:16,473295153,碧蓝不倒陪你到老,空调什么牌子的？,1,2022-09-16 20:40:55
BV1E14y1v724,130186000736,2022-09-15 20:31:07,303101206,我与猫与你,那么问题来了，空调什么牌子的[脱单doge],3,2022-09-16 20:40:55
BV1E14y1v724,130205453392,2022-09-15 23:09:31,2079663647,今晚行测打佬虎,问题来了，空调遥控器在哪[嗑瓜子],1,2022-09-16 20:40:55
BV1E14y1v724,130194329200,2022-09-15 21:42:31,19277747,管管亡命天涯,不环保,2,2022-09-16 20:40:55
BV1E14y1v724,130206732560,2022-09-15 23:19:51,399737601,法家有言,科龙,1,2022-09-16 20:40:55
BV1E14y1v724,130141731648,2022-09-15 12:58:01,11764355,LV22_时间欠费者,省流：国旗台下有人值班，给他用的[doge],10,2022-09-16 20:40:55
BV1E14y1v724,130302215040,2022-09-16 20:34:21,452373497,道德未央-牛道徳,让我想起工地的测量员可以淋雨，但是测量仪器不能淋雨。,0,2022-09-16 20:40:55
BV1E14y1v724,130299655216,2022-09-16 20:11:01,598620886,三分音符zz,我记得升旗台底下有个设备室,1,2022-09-16 20:40:55
BV1E14y1v724,130301961040,2022-09-16 20:32:00,13286953,看见狗头就会死,离谱,0,2022-09-16 20:40:55
BV1E14y1v724,130196544016,2022-09-15 22:01:12,406806885,Supernova418,所以，这个空调是什么牌子的？[doge][doge],3,2022-09-16 20:40:55
BV1E14y1v724,130300817376,2022-09-16 20:20:59,28660407,昵称是什么不好取,我想知道是什么牌子的空调！,0,2022-09-16 20:40:55
BV1E14y1v724,130294137904,2022-09-16 19:26:14,2126071798,泽嘚,其实可以把空调外机做成隐藏式的不？,0,2022-09-16 20:40:55
BV1E14y1v724,130277154064,2022-09-16 17:02:57,13954548,克来马,鼓风机就不能自己给自己散热[疑惑],1,2022-09-16 20:40:55
BV1E14y1v724,130282973328,2022-09-16 17:56:02,17466885,御坂゛9982,欧洲人不得羡慕死,1,2022-09-16 20:40:55
BV1E14y1v724,130295569504,2022-09-16 19:37:52,442365602,睡觉Mis,空调承太郎,0,2022-09-16 20:40:55
BV1E14y1v724,130295091216,2022-09-16 19:33:55,1191854327,小祈13,@慕郎幻少少子,0,2022-09-16 20:40:55
BV1E14y1v724,130276164368,2022-09-16 16:51:46,204815398,v还比较近还,那么它是什么牌子的呢[热词系列_知识增加],1,2022-09-16 20:40:55
BV1E14y1v724,130255370032,2022-09-16 12:56:31,10217579,huangmiu,知道了，地下有人在提线,1,2022-09-16 20:40:55
BV1E14y1v724,130300142080,2022-09-16 20:15:38,1799809698,Crown_You,属实没想到，空调居然能当空调用,0,2022-09-16 20:40:55
BV1E14y1v724,130276164368,2022-09-16 16:51:46,204815398,v还比较近还,那么它是什么牌子的呢[热词系列_知识增加],1,2022-09-16 20:40:56
BV1E14y1v724,130255370032,2022-09-16 12:56:31,10217579,huangmiu,知道了，地下有人在提线,1,2022-09-16 20:40:56
BV1E14y1v724,130238283680,2022-09-16 10:06:12,280495591,自甴的虫子,小孩误食？,1,2022-09-16 20:40:56
BV1E14y1v724,130295983424,2022-09-16 19:42:13,15983042,昨晚怼我的壮汉,省流:藏不住了[嗑瓜子][脱单doge],0,2022-09-16 20:40:56
BV1E14y1v724,130292712624,2022-09-16 19:15:39,91835904,一天到晚晚游泳的鱼,北京冷？,0,2022-09-16 20:40:56
BV1E14y1v724,130296815008,2022-09-16 19:47:08,97331515,B站兔斯基,我还以为防止小孩误食呢,0,2022-09-16 20:40:56
BV1E14y1v724,130296239280,2022-09-16 19:44:34,16985013,-形势与政策-,想到了上学时候每周都有的升旗仪式，要在下面傻傻的站半个小时，当时最大的乐趣就是看升国旗了，有的国歌没放完到顶了，有的国歌放完了才一半然后赶紧拉，还有把国旗挥出去结果一阵风糊脸上。[笑哭],0,2022-09-16 20:40:56
BV1E14y1v724,130291650720,2022-09-16 19:06:12,18270435,宝吃不饱,其实可以装里面平放影藏吧,0,2022-09-16 20:40:56
BV1E14y1v724,130291218448,2022-09-16 19:02:09,145779737,临平路康平路冷藏库,给国旗降温，皮了哈哈哈哈哈哈,0,2022-09-16 20:40:56
BV1E14y1v724,130285939872,2022-09-16 18:20:08,30379462,固体大老板,所以就这么外露摆着？,0,2022-09-16 20:40:56
BV1E14y1v724,130284585376,2022-09-16 18:09:31,418350338,古往今来艳丽多彩,🇨🇳五星红旗迎风飘扬,0,2022-09-16 20:40:56
BV1E14y1v724,130290436352,2022-09-16 18:56:35,21284823,strikecounter,这个空调是什么牌子的啊,0,2022-09-16 20:40:56
BV1E14y1v724,130287632288,2022-09-16 18:34:21,343167059,刺客七六5,[热词系列_知识增加],0,2022-09-16 20:40:56
BV1E14y1v724,130287495408,2022-09-16 18:33:22,281420841,幽兰蝮蛇,防止小孩误食,0,2022-09-16 20:40:56
BV1E14y1v724,130286473216,2022-09-16 18:25:22,471626096,欧皇鼠草,老罗说的是真的！,0,2022-09-16 20:40:56
BV1E14y1v724,130284652128,2022-09-16 18:09:42,18935373,下半部分,防止儿童误食[doge],0,2022-09-16 20:40:56
BV1E14y1v724,130287927600,2022-09-16 18:35:50,2861864,已存在且不合法的昵称,这个空调啥牌子，这广告位无敌啊[喜极而泣],0,2022-09-16 20:40:56
BV1E14y1v724,130275426128,2022-09-16 16:45:45,172821985,零月小夜,国旗是每天都升一遍吗,0,2022-09-16 20:40:56
BV1E14y1v724,130275619872,2022-09-16 16:46:51,358144670,别被潜伏者带偏了节奏,[支持][支持][支持],0,2022-09-16 20:40:56
BV1E14y1v724,130280246752,2022-09-16 17:31:56,15825983,旋律-,怪不得每次升旗，都能飘起来,0,2022-09-16 20:40:56
BV1E14y1v724,130279009792,2022-09-16 17:21:40,389263117,衣不吸咯,那为何不藏起来[思考],0,2022-09-16 20:40:57
BV1E14y1v724,130279496064,2022-09-16 17:25:54,317987976,我真的很喜欢你老婆,为了降温[doge],0,2022-09-16 20:40:57
BV1E14y1v724,130273936816,2022-09-16 16:28:01,1494455,呆子中的呆子,没用的冷知识，空调一开始就不是给人用的，而是给机器降温的,0,2022-09-16 20:40:57
BV1E14y1v724,130288346128,2022-09-16 18:39:48,390731665,肥仔柳,什么牌子的空调,0,2022-09-16 20:40:57
BV1E14y1v724,130258250736,2022-09-16 13:23:47,1657323474,牙签烤电鳗,提问:空调什么牌子的,0,2022-09-16 20:40:57
BV1E14y1v724,130257850352,2022-09-16 13:19:21,315535174,烬力而为,明白了，这就给电脑装一台空调,0,2022-09-16 20:40:57
BV1E14y1v724,130256798576,2022-09-16 13:10:56,316661681,半个草莓说,什么牌子的,0,2022-09-16 20:40:57
BV1E14y1v724,130277478080,2022-09-16 17:06:31,393126720,27467173321_bili,空调啥牌子？,0,2022-09-16 20:40:57
BV1E14y1v724,130277166848,2022-09-16 17:03:21,10462022,Oo暗影oO,红旗要一直飘扬,0,2022-09-16 20:40:57
BV1E14y1v724,130266501584,2022-09-16 14:59:37,18882087,我尾巴长在前面,啥牌的？,0,2022-09-16 20:40:57
BV1E14y1v724,130261185952,2022-09-16 13:56:21,378476220,悠之_,每天都升旗，那什么时候拿下来啊,0,2022-09-16 20:40:57
BV1E14y1v724,130260679600,2022-09-16 13:50:03,63583950,弭哭天使,谢谢你压缩机,0,2022-09-16 20:40:57
BV1E14y1v724,130260099440,2022-09-16 13:43:02,14499444,一人单排看风景,test,0,2022-09-16 20:40:57
BV1E14y1v724,130259794592,2022-09-16 13:39:32,236638780,壹玖陆叁,国旗下面有个控制室 每次作业会有人进出,0,2022-09-16 20:40:57
BV1E14y1v724,130259272032,2022-09-16 13:35:36,431890484,卖狐狸的关东煮,我突然想起来我初中的时候，有一次早操升旗，我们那边没那么高级，都是手拉的，国歌唱到一半，突然有哄响，抬头一看国旗快到顶了，然后慢慢的动执着停下，等唱完的时候才咔了一声，场面一度十分尴尬,0,2022-09-16 20:40:57
BV1E14y1v724,130258400256,2022-09-16 13:24:12,694856107,巨型肥皂泡泡,没想到吧，空调竟然是空调,0,2022-09-16 20:40:57
BV1E14y1v724,130256212448,2022-09-16 13:04:07,70450886,张月星官,什么牌子？,0,2022-09-16 20:40:57
BV1E14y1v724,130274084672,2022-09-16 16:29:53,171986797,想吃铜锣烧的机器猫,不知真假,0,2022-09-16 20:40:57
BV1E14y1v724,130270563184,2022-09-16 15:48:35,261039215,天上蚂蚁,为啥不装饰，隐藏一下呢？太突兀了,0,2022-09-16 20:40:57
BV1E14y1v724,130263890176,2022-09-16 14:27:59,5202244,現実逃避と,我只在我们县里面的小学见过电动旗杆，后来出去，去了大城市反而再也没见到过,0,2022-09-16 20:40:57
BV1E14y1v724,130262797616,2022-09-16 14:16:12,317114553,酒漓UWiNeL1Me,这是否,0,2022-09-16 20:40:58
BV1E14y1v724,130261911408,2022-09-16 14:04:50,133290478,今天我香吗,我以为是为了思维意义上给国旗吹的，省的觉得国旗天天顶个大太阳晒得慌[笑哭],0,2022-09-16 20:40:58
BV1E14y1v724,130280799920,2022-09-16 17:38:26,384542026,strive芝芝吖,所以这个空调是什么牌子的呢？,0,2022-09-16 20:40:58
BV1E14y1v724,130269385712,2022-09-16 15:34:53,318053393,旧时光里的长安,哪个牌子的空调，我也整个,0,2022-09-16 20:40:58
BV1E14y1v724,130268835984,2022-09-16 15:28:22,163665296,K一个老父亲K,还真没注意，我觉得现在这情况空调降温方案不会做成这个样子，完全可以不用把外机放那吧,0,2022-09-16 20:40:58
BV1E14y1v724,130266373680,2022-09-16 14:59:53,12066284,PIW传说中的幺三五,旗杆下面有个洞，三军仪仗队的升旗手在下面换衣服，尤其是冬天，穿军大衣下去，换礼服上来升完旗在下去换军大衣,0,2022-09-16 20:40:58
BV1E14y1v724,130264763152,2022-09-16 14:38:41,50177809,泽连斯基-阿巴顿,省流：怕红旗热着,0,2022-09-16 20:40:58
BV1E14y1v724,130270936464,2022-09-16 15:54:43,60268934,赞美愚者Zzz,记得我初中的时候升旗手没风老尴尬了[笑哭],0,2022-09-16 20:40:58
BV1E14y1v724,130254879248,2022-09-16 12:53:17,417524837,星空创作者up,为什么不打个地下室直接连出去,0,2022-09-16 20:40:58
BV1E14y1v724,130254290192,2022-09-16 12:48:21,282203587,许多分之一,什么牌子的,0,2022-09-16 20:40:58
BV1E14y1v724,130254869072,2022-09-16 12:53:02,13978947,藏在旧时光里的影子,芳芳？,0,2022-09-16 20:40:58
BV1E14y1v724,130248883904,2022-09-16 12:03:12,64511240,人心百态,那为什么没装在后面，而是装在了前面。（没去过，如果我们能看见升国旗的过程是前面，那把空调装在后面不是很正常吗）[微笑],0,2022-09-16 20:40:58
BV1E14y1v724,130252113616,2022-09-16 12:30:47,388860673,惊红一瞥,省流：空调原来是当空调用的,0,2022-09-16 20:40:58
BV1E14y1v724,130251107584,2022-09-16 12:22:53,21410979,是不是楞个熊,他居然还是个 变频的？说句玩笑话 我相信设计的时候就考虑过 散热问题 后来发现 内置成本太高，结果就是 我们有仪仗队做排面 谁还会注意 空调外机！,0,2022-09-16 20:40:58
BV1E14y1v724,130249260960,2022-09-16 12:06:59,28721767,你我山巅丨自相逢,和服务器机房一个原理？,0,2022-09-16 20:40:58
BV1E14y1v724,130251976288,2022-09-16 12:29:43,281447048,非人类丶luki,就不能隐藏一下,0,2022-09-16 20:40:58
BV1E14y1v724,130250764240,2022-09-16 12:18:58,244311497,小皓哥765,为了保证空调的正常运转，应该给它配个空调,0,2022-09-16 20:40:58
BV1E14y1v724,130248884512,2022-09-16 12:03:12,8362297,迷惘的霊魂,都是科技与狠活,0,2022-09-16 20:40:58
BV1E14y1v724,130247678464,2022-09-16 11:53:31,414161006,83329416742_bili,那个空调还是日系的,0,2022-09-16 20:40:58
BV1E14y1v724,130249485584,2022-09-16 12:08:41,381183703,拥抱比特币,什么牌的空调,0,2022-09-16 20:40:58
BV1E14y1v724,130249368128,2022-09-16 12:07:39,108764105,看仓鼠呲牙,最后的话不准确吧，什么叫空调还有这样的用途，应该说空调还能用在这里[思考],0,2022-09-16 20:40:59
BV1E14y1v724,130287488560,2022-09-16 18:33:14,94172406,他喵个咪的,没想到吧  空调一开始发明出来就不是给人用的[doge],0,2022-09-16 20:40:59
BV1E14y1v724,130246472080,2022-09-16 11:41:06,352957851,随州高新区读书会,安装的是什么牌子的空调呀？,0,2022-09-16 20:40:59
BV1E14y1v724,130263547888,2022-09-16 14:23:21,294008406,object23,我提个建议哈，为了防止空调过热损坏再安装一台空调[妙啊],0,2022-09-16 20:40:59
BV1E14y1v724,130244017888,2022-09-16 11:13:30,355579394,老男孩的月光宝盒,红外遥控升降，不知道有哪位大佬想不开去拦截复制一下信号…………会不会被打出屎,0,2022-09-16 20:40:59
BV1E14y1v724,130244012528,2022-09-16 11:13:18,27380444,我的同桌是初音,超级大冷排。学校的LED大屏幕外面也是装了两个空调外机。,0,2022-09-16 20:40:59
BV1E14y1v724,130242271200,2022-09-16 10:54:29,1768028219,出题人你咋还不S,问题来了：就正常的手动升旗不行吗？,0,2022-09-16 20:40:59
BV1E14y1v724,130241895792,2022-09-16 10:50:33,174933726,今时滞沙,那也没必要安外面那么显眼吧，哈哈,0,2022-09-16 20:40:59
BV1E14y1v724,130241716320,2022-09-16 10:47:58,24982163,尹莫森,既然里面这么复杂的设备都装了，为何不整个冷却系统进去，而是要外面放个空调？如果是为了简单方便，那里面那套系统也没必要。,0,2022-09-16 20:40:59
BV1E14y1v724,130241369216,2022-09-16 10:43:16,415393106,退休的喷子,这么简单一个系统还用的上空调？,0,2022-09-16 20:40:59
BV1E14y1v724,130240253872,2022-09-16 10:29:58,3257961,______________up,每个罩子罩住啊，然后弄成斜百叶散热，总比直接放那儿强不少,0,2022-09-16 20:40:59
BV1E14y1v724,130239758912,2022-09-16 10:25:17,1830031642,王德发发发发发发发,这外机就不能隐藏起来么……,0,2022-09-16 20:40:59
BV1E14y1v724,130239743440,2022-09-16 10:24:42,2613711,洛克多,不应该定制一个能融入环境的外壳么,0,2022-09-16 20:40:59
BV1E14y1v724,130238180144,2022-09-16 10:04:37,154192315,白漂使我快乐233,什么牌子的  这广告硬啊,0,2022-09-16 20:40:59
BV1E14y1v724,130233984320,2022-09-16 09:11:19,1501155915,饶泽集,无话可说！,0,2022-09-16 20:40:59
BV1E14y1v724,130231904544,2022-09-16 08:41:02,1456850610,评论区区長,控温,0,2022-09-16 20:40:59
BV1E14y1v724,130263175552,2022-09-16 14:19:22,1210974130,看手机到凌晨睡不着,去过几次还真没注意有空调[大笑][大笑][大笑][大笑],0,2022-09-16 20:40:59
BV1E14y1v724,130275662944,2022-09-16 16:48:14,40380755,相貌平平岚劳模,我去看的时候还真没注意到空调外机[笑哭][笑哭],0,2022-09-16 20:40:59
BV1E14y1v724,130231973168,2022-09-16 08:43:10,83991957,鲜包L,省流：冬日棉袄 夏日防晒,0,2022-09-16 20:40:59
BV1E14y1v724,130234465376,2022-09-16 09:17:53,518931225,主驾驶室歌手,"额 我想问问用的什么牌子的空调
这可是个好广告啊",0,2022-09-16 20:40:59
BV1E14y1v724,130232918544,2022-09-16 08:56:37,51824459,起个破名字想半天,很正常。银行ATM操作间里面空调就是24小时不停机。[doge],0,2022-09-16 20:41:00
BV1E14y1v724,130234722752,2022-09-16 09:19:14,6105307,想当林宗辉的村主任,现在技术提高了 为什么不能做个升旗台一体化的内置空调[doge],0,2022-09-16 20:41:00
BV1E14y1v724,130230857984,2022-09-16 08:25:58,652150518,西红柿啊欧,格力的广告位,0,2022-09-16 20:41:00
BV1E14y1v724,130230624112,2022-09-16 08:22:34,483083796,碧海空落人心,铝合金写错了..,0,2022-09-16 20:41:00
BV1E14y1v724,130229891440,2022-09-16 08:10:17,111072355,龙尊25,防止小孩误吞,0,2022-09-16 20:41:00
BV1E14y1v724,130230864368,2022-09-16 08:26:15,271324503,妖尾的灵魂,感觉人工比较好……,0,2022-09-16 20:41:00
BV1E14y1v724,130243605104,2022-09-16 11:07:55,433646005,万物银河,有一说一如果没有迎风飘扬的感觉那升旗带来的感觉就很奇怪了,0,2022-09-16 20:41:00
BV1E14y1v724,130229021824,2022-09-16 07:54:59,1323853310,疯狂的三战,排场永远是我们文化的追求,0,2022-09-16 20:41:00
BV1E14y1v724,130225848352,2022-09-16 06:26:43,203834545,沃_嫩叠,空调最开始是给报纸除湿的，到后面才是给设备降温,0,2022-09-16 20:41:00
BV1E14y1v724,130225572512,2022-09-16 06:16:03,74333729,漠染1,谁考虑过空调外机的感受[doge][doge],0,2022-09-16 20:41:00
BV1E14y1v724,130225255936,2022-09-16 06:02:01,68134236,白兰丶杰索丶,来北京三年了没去过天安门，哎,0,2022-09-16 20:41:00
BV1E14y1v724,130226224464,2022-09-16 06:44:36,96784893,krizalit116,手动升降也很厉害的,0,2022-09-16 20:41:00
BV1E14y1v724,130220548272,2022-09-16 02:05:06,455168629,是小虎不是小fu,@小何今天瘦了么,0,2022-09-16 20:41:00
BV1E14y1v724,130167664736,2022-09-15 17:51:50,275757150,在下_曹孟德,某个海军退休老头：空调就是战斗力[傲娇][傲娇],1,2022-09-16 20:41:00
BV1E14y1v724,130214353424,2022-09-16 00:27:57,397881593,开心山竹柠檬茶,提问：国歌多少秒,0,2022-09-16 20:41:00
BV1E14y1v724,130218500128,2022-09-16 01:21:31,2042980107,我是阿敏的老公,为什么要科龙，格力不是一哥吗,0,2022-09-16 20:41:00
BV1E14y1v724,130218281056,2022-09-16 01:18:17,7415807,一舅不是故意的,下雨天怎么飘起来啊 😂😂,0,2022-09-16 20:41:00
